Human	Chimpanzee	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000167995:3583	ENSPTRG00000003756:2677	ENSGGOG00000011404:2151	ENSPPYG00000003174:1755	ENSMMUG00000015147:3070	ENSMUSG00000037418:2080	ENSMODG00000007571:1232	ENSOANG00000005059:1050	ENSGALG00000007217:1396
ENSG00000078140:5241	ENSPTRG00000015998:958	ENSGGOG00000003261:5249	ENSPPYG00000014680:967	ENSMMUG00000011325:1053	ENSMUSG00000029203:4893	ENSMODG00000020556:792	ENSOANG00000010336:631	ENSGALG00000014290:966
ENSG00000107618:4276	ENSPTRG00000002473:4274	ENSGGOG00000000272:4272	ENSPPYG00000002240:3744	ENSMMUG00000011909:3744	ENSMUSG00000041534:5273	ENSMODG00000002069:3714	ENSOANG00000015413:3423	ENSGALG00000005978:3737
ENSG00000143970:9064	ENSPTRG00000011726:8954	ENSGGOG00000011013:8989	ENSPPYG00000012589:4260	ENSMMUG00000001377:8876	ENSMUSG00000037486:12087	ENSMODG00000015832:4337	ENSOANG00000015834:4194	ENSGALG00000016531:5412
ENSG00000179600:390	ENSPTRG00000006425:393	ENSGGOG00000007121:393	ENSPPYG00000005888:390	ENSMMUG00000008204:393	ENSMUSG00000048982:1614	ENSMODG00000008956:396	ENSOANG00000009096:438	ENSGALG00000011843:390
ENSG00000106799:6586	ENSPTRG00000021182:6463	ENSGGOG00000003634:6294	ENSPPYG00000019439:1506	ENSMMUG00000001304:1416	ENSMUSG00000007613:6030	ENSMODG00000012679:1440	ENSOANG00000014872:1437	ENSGALG00000012617:2137
ENSG00000140553:4338	ENSPTRG00000007465:2574	ENSGGOG00000008205:3204	ENSPPYG00000006789:3382	ENSMMUG00000005106:4012	ENSMUSG00000030533:3682	ENSMODG00000019488:2894	ENSOANG00000022352:657	ENSGALG00000008315:2517
ENSG00000162998:3162	ENSPTRG00000012708:1986	ENSGGOG00000005758:2036	ENSPPYG00000012995:2430	ENSMMUG00000014396:1892	ENSMUSG00000027004:3149	ENSMODG00000010519:966	ENSOANG00000003625:823	ENSGALG00000002763:1487
ENSG00000084676:7531	ENSPTRG00000011715:6560	ENSGGOG00000011279:6718	ENSPPYG00000012598:3876	ENSMMUG00000020838:4371	ENSMUSG00000020647:5152	ENSMODG00000015907:4626	ENSOANG00000004546:3725	ENSGALG00000016617:4772
ENSG00000186073:2929	ENSPTRG00000006899:2308	ENSGGOG00000013161:846	ENSPPYG00000006331:552	ENSMMUG00000006837:1851	ENSMUSG00000040282:2735	ENSMODG00000001293:936	ENSOANG00000012593:478	ENSGALG00000009801:3429
ENSG00000110888:4531	ENSPTRG00000004802:4530	ENSGGOG00000006182:4486	ENSPPYG00000004394:3732	ENSMMUG00000001359:4524	ENSMUSG00000030309:4000	ENSMODG00000012642:3019	ENSOANG00000004769:477	ENSGALG00000012947:3281
ENSG00000134769:10385	ENSPTRG00000009964:6248	ENSGGOG00000003601:6128	ENSPPYG00000009100:5881	ENSMMUG00000003302:2288	ENSMUSG00000024302:6699	ENSMODG00000010667:2315	ENSOANG00000005607:2277	ENSGALG00000015211:2775
ENSG00000160223:8110	ENSPTRG00000013972:3775	ENSGGOG00000012425:1919	ENSPPYG00000011481:3168	ENSMMUG00000010647:906	ENSMUSG00000000732:2842	ENSMODG00000021083:768	ENSOANG00000006479:911	ENSGALG00000016212:1247
ENSG00000101146:3128	ENSPTRG00000013658:1104	ENSGGOG00000007789:1812	ENSPPYG00000011159:2379	ENSMMUG00000000252:2010	ENSMUSG00000027509:1742	ENSMODG00000016454:1122	ENSOANG00000009257:1308	ENSGALG00000007653:1118
ENSG00000177182:3490	ENSPTRG00000020288:3460	ENSGGOG00000007625:3492	ENSPPYG00000018621:3578	ENSMMUG00000008774:3459	ENSMUSG00000041216:3681	ENSMODG00000008372:1116	ENSOANG00000005044:996	ENSGALG00000015476:1146
ENSG00000182752:10959	ENSPTRG00000021296:4890	ENSGGOG00000007107:6404	ENSPPYG00000019541:4596	ENSMMUG00000013099:6481	ENSMUSG00000028370:11114	ENSMODG00000019600:4869	ENSOANG00000002094:4827	ENSGALG00000007079:4853
ENSG00000112357:1708	ENSPTRG00000018638:1496	ENSGGOG00000002773:1013	ENSPPYG00000017035:972	ENSMMUG00000016382:1219	ENSMUSG00000020003:2070	ENSMODG00000017434:972	ENSOANG00000011627:709	ENSGALG00000013874:966
ENSG00000156171:2422	ENSPTRG00000001087:1857	ENSGGOG00000009572:1643	ENSPPYG00000001041:801	ENSMMUG00000002463:1831	ENSMUSG00000027900:2588	ENSMODG00000001548:817	ENSOANG00000014267:933	ENSGALG00000000124:1133
ENSG00000130779:6000	ENSPTRG00000005578:5902	ENSGGOG00000002019:5868	ENSPPYG00000005067:4317	ENSMMUG00000021928:5762	ENSMUSG00000049550:8605	ENSMODG00000012253:4282	ENSOANG00000006200:3624	ENSGALG00000004467:4788
ENSG00000166398:6683	ENSPTRG00000010815:3210	ENSGGOG00000010326:5503	ENSPPYG00000009834:2655	ENSMMUG00000005879:3213	ENSMUSG00000066571:6961	ENSMODG00000011999:3201	ENSOANG00000009579:3210	ENSGALG00000004949:3429
ENSG00000198216:10277	ENSPTRG00000001749:6956	ENSGGOG00000011090:9749	ENSPPYG00000000442:6788	ENSMMUG00000014498:6893	ENSMUSG00000004110:12696	ENSMODG00000006729:5688	ENSOANG00000000975:6873	ENSGALG00000003833:6684
ENSG00000185324:1971	ENSPTRG00000008485:1210	ENSGGOG00000010935:1060	ENSPPYG00000007669:1083	ENSMMUG00000002503:630	ENSMUSG00000033862:1643	ENSMODG00000003504:1104	ENSOANG00000004834:1102	ENSGALG00000006144:1619
ENSG00000082212:3164	ENSPTRG00000010026:2714	ENSGGOG00000010823:2714	ENSPPYG00000009163:1647	ENSMMUG00000022001:1593	ENSMUSG00000024556:2499	ENSMODG00000010968:1762	ENSOANG00000008119:1772	ENSGALG00000022329:398
ENSG00000131023:5069	ENSPTRG00000018696:4812	ENSGGOG00000000545:4783	ENSPPYG00000017091:4748	ENSMMUG00000009827:4886	ENSMUSG00000040021:3715	ENSMODG00000016812:3451	ENSOANG00000001067:3081	ENSGALG00000012386:3416
ENSG00000074527:3614	ENSPTRG00000005315:3160	ENSGGOG00000013684:3265	ENSPPYG00000004846:3336	ENSMMUG00000000521:3462	ENSMUSG00000020019:3741	ENSMODG00000008108:1890	ENSOANG00000006613:1896	ENSGALG00000011406:2307
ENSG00000180251:4138	ENSPTRG00000012304:2397	ENSGGOG00000014583:3736	ENSPPYG00000012114:2253	ENSMMUG00000004164:2397	ENSMUSG00000026065:3822	ENSMODG00000002416:2247	ENSOANG00000012242:2406	ENSGALG00000016790:2496
ENSG00000145833:5680	ENSPTRG00000017248:5677	ENSGGOG00000013843:3160	ENSPPYG00000015792:2847	ENSMMUG00000012463:3844	ENSMUSG00000021500:3545	ENSMODG00000014331:3229	ENSOANG00000001842:4611	ENSGALG00000006404:3519
ENSG00000109819:6318	ENSPTRG00000015954:2274	ENSGGOG00000009810:6295	ENSPPYG00000014640:2986	ENSMMUG00000001844:6295	ENSMUSG00000029167:6610	ENSMODG00000000549:2396	ENSOANG00000006680:2401	ENSGALG00000014398:2502
ENSG00000139915:5519	ENSPTRG00000006311:4835	ENSGGOG00000000327:2031	ENSPPYG00000005784:4706	ENSMMUG00000015110:3504	ENSMUSG00000034912:3404	ENSMODG00000013060:3053	ENSOANG00000013995:2954	ENSGALG00000012228:3408
ENSG00000124596:4288	ENSPTRG00000018145:1300	ENSGGOG00000008478:1300	ENSPPYG00000016587:1174	ENSMMUG00000021172:1298	ENSMUSG00000040771:1135	ENSMODG00000013088:472	ENSOANG00000000825:456	ENSGALG00000003228:1682
ENSG00000172239:2854	ENSPTRG00000016850:2690	ENSGGOG00000022753:2809	ENSPPYG00000015442:1440	ENSMMUG00000011878:2820	ENSMUSG00000025451:4946	ENSMODG00000020276:1711	ENSOANG00000007984:816	ENSGALG00000014867:2000
ENSG00000186487:7266	ENSPTRG00000011611:6267	ENSGGOG00000026335:6801	ENSPPYG00000012686:3531	ENSMMUG00000009310:6521	ENSMUSG00000061911:5794	ENSMODG00000014378:3596	ENSOANG00000009861:2393	ENSGALG00000016384:4088
ENSG00000136404:2087	ENSPTRG00000007390:1498	ENSGGOG00000015013:1918	ENSPPYG00000006739:1101	ENSMMUG00000009084:1724	ENSMUSG00000038623:2258	ENSMODG00000019377:1106	ENSOANG00000020097:510	ENSGALG00000006027:1192
ENSG00000183049:8607	ENSPTRG00000002296:1158	ENSGGOG00000016547:873	ENSPPYG00000002093:1158	ENSMMUG00000011956:1387	ENSMUSG00000039145:7121	ENSMODG00000016833:1179	ENSOANG00000015417:1097	ENSGALG00000009866:1235
ENSG00000085760:3378	ENSPTRG00000011929:2184	ENSGGOG00000007681:2221	ENSPPYG00000012403:2194	ENSMMUG00000030833:2467	ENSMUSG00000020459:2821	ENSMODG00000001833:2193	ENSOANG00000011187:2623	ENSGALG00000008117:2442
ENSG00000145012:23846	ENSPTRG00000015730:6909	ENSGGOG00000016679:6925	ENSPPYG00000014398:1836	ENSMMUG00000016823:1842	ENSMUSG00000033306:4015	ENSMODG00000015050:1632	ENSOANG00000013793:1257	ENSGALG00000007337:2971
ENSG00000169403:4643	ENSPTRG00000000424:1796	ENSGGOG00000014295:4233	ENSPPYG00000001647:1029	ENSMMUG00000011681:1548	ENSMUSG00000056529:3637	ENSMODG00000023875:1038	ENSOANG00000013500:1037	ENSGALG00000000783:1011
ENSG00000163145:4840	ENSPTRG00000015925:4514	ENSGGOG00000005890:3362	ENSPPYG00000014614:870	ENSMMUG00000007363:1276	ENSMUSG00000061535:4117	ENSMODG00000001110:870	ENSOANG00000008795:870	ENSGALG00000014515:1255
ENSG00000121281:6162	ENSPTRG00000008102:3169	ENSGGOG00000014807:6096	ENSPPYG00000007338:5827	ENSMMUG00000003118:3228	ENSMUSG00000031659:5937	ENSMODG00000013047:3656	ENSOANG00000000590:966	ENSGALG00000003837:3718
ENSG00000171564:1975	ENSPTRG00000016534:1932	ENSGGOG00000014050:1952	ENSPPYG00000015139:1912	ENSMMUG00000021302:1919	ENSMUSG00000033831:1650	ENSMODG00000001239:1476	ENSOANG00000005294:1469	ENSGALG00000009262:1819
ENSG00000152127:8255	ENSPTRG00000012485:2421	ENSGGOG00000003032:2419	ENSPPYG00000012808:4536	ENSMMUG00000010563:2226	ENSMUSG00000036155:3167	ENSMODG00000000690:2229	ENSOANG00000007291:2044	ENSGALG00000012187:2321
ENSG00000177485:5209	ENSPTRG00000028212:5206	ENSGGOG00000010306:5115	ENSPPYG00000020682:2019	ENSMMUG00000011076:5199	ENSMUSG00000048047:5122	ENSMODG00000025434:2004	ENSOANG00000002588:2046	ENSGALG00000008611:2037
ENSG00000182218:3905	ENSPTRG00000006712:2196	ENSGGOG00000008155:2361	ENSPPYG00000006134:1707	ENSMMUG00000000098:1599	ENSMUSG00000021260:3956	ENSMODG00000013069:1707	ENSOANG00000002410:1597	ENSGALG00000011148:2176
ENSG00000163412:6973	ENSPTRG00000015102:2617	ENSGGOG00000007183:661	ENSPPYG00000013721:2464	ENSMMUG00000007780:357	ENSMUSG00000030068:2513	ENSMODG00000003899:498	ENSOANG00000013094:513	ENSGALG00000007780:2046
ENSG00000073350:3763	ENSPTRG00000009647:3552	ENSGGOG00000009428:3544	ENSPPYG00000008630:3251	ENSMMUG00000001228:1564	ENSMUSG00000020782:3979	ENSMODG00000007477:3036	ENSOANG00000005718:2820	ENSGALG00000008057:3770
ENSG00000186106:2742	ENSPTRG00000020473:2713	ENSGGOG00000012039:878	ENSPPYG00000018788:2654	ENSMMUG00000009958:4130	ENSMUSG00000048307:2438	ENSMODG00000006275:708	ENSOANG00000008353:729	ENSGALG00000013904:853
ENSG00000103043:3243	ENSPTRG00000008313:3235	ENSGGOG00000013079:3097	ENSPPYG00000007534:2349	ENSMMUG00000020421:3178	ENSMUSG00000010936:2710	ENSMODG00000014308:2547	ENSOANG00000001165:2120	ENSGALG00000002458:2870
ENSG00000080618:1767	ENSPTRG00000005852:1611	ENSGGOG00000002007:1765	ENSPPYG00000005345:1275	ENSMMUG00000017029:1569	ENSMUSG00000021999:1421	ENSMODG00000014975:1269	ENSOANG00000015578:1730	ENSGALG00000016985:1341
ENSG00000137364:3181	ENSPTRG00000017756:1169	ENSGGOG00000016155:2673	ENSPPYG00000016263:738	ENSMMUG00000016627:1730	ENSMUSG00000021376:1407	ENSMODG00000024655:354	ENSOANG00000011850:776	ENSGALG00000012687:800
ENSG00000165672:1591	ENSPTRG00000002992:1587	ENSGGOG00000026364:1633	ENSPPYG00000002700:1574	ENSMMUG00000008294:2845	ENSMUSG00000024997:1478	ENSMODG00000009286:774	ENSOANG00000002979:1565	ENSGALG00000009369:1443
ENSG00000154143:1600	ENSPTRG00000004423:1600	ENSGGOG00000003743:1600	ENSPPYG00000004014:1179	ENSMMUG00000008473:1610	ENSMUSG00000011118:2518	ENSMODG00000003677:1179	ENSOANG00000011224:822	ENSGALG00000021443:1149
ENSG00000115446:2195	ENSPTRG00000012268:1137	ENSGGOG00000002480:1026	ENSPPYG00000012086:780	ENSMMUG00000022907:1139	ENSMUSG00000026111:1414	ENSMODG00000001209:823	ENSOANG00000007634:534	ENSGALG00000016753:963
ENSG00000094975:6106	ENSPTRG00000001689:6054	ENSGGOG00000004171:5972	ENSPPYG00000000504:3765	ENSMMUG00000007280:5923	ENSMUSG00000040297:4751	ENSMODG00000003997:3897	ENSOANG00000000909:3888	ENSGALG00000003081:3782
ENSG00000182173:1941	ENSPTRG00000009646:1941	ENSGGOG00000009417:1860	ENSPPYG00000008629:1329	ENSMMUG00000022123:1911	ENSMUSG00000020781:2141	ENSMODG00000007438:1620	ENSOANG00000000344:537	ENSGALG00000008041:1926
ENSG00000170946:3000	ENSPTRG00000003471:2984	ENSGGOG00000022150:381	ENSPPYG00000003390:556	ENSMMUG00000006845:339	ENSMUSG00000027166:1197	ENSMODG00000009567:447	ENSOANG00000009893:342	ENSGALG00000012130:882
ENSG00000042429:3497	ENSPTRG00000004178:3506	ENSGGOG00000010401:3236	ENSPPYG00000003776:1956	ENSMMUG00000013601:2469	ENSMUSG00000031935:2412	ENSMODG00000000383:1952	ENSOANG00000011716:1923	ENSGALG00000017218:3091
ENSG00000173598:4813	ENSPTRG00000005296:4804	ENSGGOG00000014324:4411	ENSPPYG00000004831:3522	ENSMMUG00000016804:1301	ENSMUSG00000020029:2928	ENSMODG00000009468:618	ENSOANG00000006627:552	ENSGALG00000011285:993
ENSG00000140009:3400	ENSPTRG00000006432:2704	ENSGGOG00000003030:2177	ENSPPYG00000005896:1596	ENSMMUG00000022839:3001	ENSMUSG00000021055:3369	ENSMODG00000009240:1791	ENSOANG00000009109:1752	ENSGALG00000011801:3510
ENSG00000163827:5263	ENSPTRG00000014852:1915	ENSGGOG00000004427:1638	ENSPPYG00000013932:1859	ENSMMUG00000003087:1095	ENSMUSG00000032495:3653	ENSMODG00000000566:1119	ENSOANG00000003510:813	ENSGALG00000013634:858
ENSG00000111452:5532	ENSPTRG00000005638:4669	ENSGGOG00000003537:2625	ENSPPYG00000005125:2625	ENSMMUG00000002041:4946	ENSMUSG00000044017:5163	ENSMODG00000015591:2619	ENSOANG00000001028:1008	ENSGALG00000002557:2628
ENSG00000165269:1729	ENSPTRG00000020859:699	ENSGGOG00000004985:753	ENSPPYG00000019135:594	ENSMMUG00000001545:1375	ENSMUSG00000028427:2599	ENSMODG00000001219:483	ENSOANG00000004564:696	ENSGALG00000018534:1160
ENSG00000159166:2906	ENSPTRG00000001833:2834	ENSGGOG00000012687:2664	ENSPPYG00000000363:2227	ENSMMUG00000013508:2362	ENSMUSG00000041782:2284	ENSMODG00000000386:1744	ENSOANG00000008287:1555	ENSGALG00000000309:776
ENSG00000205593:2245	ENSPTRG00000029393:1068	ENSGGOG00000013615:1820	ENSPPYG00000011984:1762	ENSMMUG00000008327:1991	ENSMUSG00000015377:1996	ENSMODG00000005741:1770	ENSOANG00000003206:1466	ENSGALG00000013772:2160
ENSG00000075388:1220	ENSPTRG00000004000:1220	ENSGGOG00000010088:1220	ENSPPYG00000002958:621	ENSMMUG00000014598:621	ENSMUSG00000050917:3030	ENSMODG00000004108:603	ENSOANG00000007413:609	ENSGALG00000007562:673
ENSG00000157131:2356	ENSPTRG00000000791:2358	ENSGGOG00000013973:2392	ENSPPYG00000001301:1755	ENSMMUG00000022992:1860	ENSMUSG00000035031:3636	ENSMODG00000003418:1659	ENSOANG00000009676:1650	ENSGALG00000010850:1869
ENSG00000148516:6663	ENSPTRG00000002404:3332	ENSGGOG00000010090:5623	ENSPPYG00000002189:3514	ENSMMUG00000015453:3284	ENSMUSG00000024238:5234	ENSMODG00000007847:3094	ENSOANG00000006051:3259	ENSGALG00000007260:5272
ENSG00000132423:1335	ENSPTRG00000018441:1336	ENSGGOG00000006696:1108	ENSPPYG00000016863:1235	ENSMMUG00000005924:1342	ENSMUSG00000028247:2651	ENSMODG00000018116:924	ENSOANG00000008935:1411	ENSGALG00000015486:1403
ENSG00000178163:6936	ENSPTRG00000015917:6932	ENSGGOG00000003355:6858	ENSPPYG00000014607:3225	ENSMMUG00000017761:3219	ENSMUSG00000046572:6810	ENSMODG00000001319:3060	ENSOANG00000013888:3018	ENSGALG00000014954:2961
ENSG00000159374:2609	ENSPTRG00000012101:1710	ENSGGOG00000013975:1422	ENSPPYG00000012263:1701	ENSMMUG00000002140:2804	ENSMUSG00000030041:1945	ENSMODG00000004692:1551	ENSOANG00000013970:957	ENSGALG00000013262:1614
ENSG00000184307:4331	ENSPTRG00000015237:3813	ENSGGOG00000009500:1627	ENSPPYG00000013533:3474	ENSMMUG00000001946:2282	ENSMUSG00000036304:5747	ENSMODG00000018168:1287	ENSOANG00000009513:1041	ENSGALG00000015123:5399
ENSG00000187164:4055	ENSPTRG00000002976:3012	ENSGGOG00000012508:4086	ENSPPYG00000002687:1941	ENSMMUG00000007578:3533	ENSMUSG00000041362:3972	ENSMODG00000009476:1835	ENSOANG00000014133:1788	ENSGALG00000009258:1961
ENSG00000175756:1410	ENSPTRG00000000027:752	ENSGGOG00000008239:990	ENSPPYG00000002008:600	ENSMMUG00000015830:830	ENSMUSG00000065990:1485	ENSMODG00000006423:624	ENSOANG00000005556:625	ENSGALG00000001555:910
ENSG00000125676:8272	ENSPTRG00000022246:4740	ENSGGOG00000000486:5604	ENSPPYG00000020695:5579	ENSMMUG00000003745:5429	ENSMUSG00000037475:8051	ENSMODG00000014984:4932	ENSOANG00000004054:4832	ENSGALG00000008507:4813
ENSG00000184445:6992	ENSPTRG00000005582:6790	ENSGGOG00000017074:6896	ENSPPYG00000005070:6186	ENSMMUG00000007556:6621	ENSMUSG00000029414:6961	ENSMODG00000012292:6624	ENSOANG00000006193:5613	ENSGALG00000004515:6913
ENSG00000040275:2668	ENSPTRG00000017512:1720	ENSGGOG00000003325:2066	ENSPPYG00000016026:1713	ENSMMUG00000009365:1815	ENSMUSG00000069910:2505	ENSMODG00000007086:1803	ENSOANG00000007808:2603	ENSGALG00000001942:2376
ENSG00000139174:4798	ENSPTRG00000004840:3293	ENSGGOG00000028170:4324	ENSPPYG00000004424:2496	ENSMMUG00000021733:4054	ENSMUSG00000036158:4345	ENSMODG00000008880:2505	ENSOANG00000011364:2508	ENSGALG00000009556:2622
ENSG00000068650:9346	ENSPTRG00000006047:3654	ENSGGOG00000014012:5448	ENSPPYG00000005516:3558	ENSMMUG00000013625:3615	ENSMUSG00000031441:8199	ENSMODG00000004191:3406	ENSOANG00000015641:3373	ENSGALG00000016835:3405
ENSG00000131374:10453	ENSPTRG00000014676:6611	ENSGGOG00000016312:6478	ENSPPYG00000014078:2355	ENSMMUG00000023776:2990	ENSMUSG00000023923:5664	ENSMODG00000014750:2366	ENSOANG00000004993:840	ENSGALG00000011251:2535
ENSG00000146918:5748	ENSPTRG00000019925:4032	ENSGGOG00000001976:3886	ENSPPYG00000018233:3760	ENSMMUG00000013719:4006	ENSMUSG00000042029:6604	ENSMODG00000005391:3432	ENSOANG00000006125:3480	ENSGALG00000006525:3619
ENSG00000181744:4934	ENSPTRG00000015492:4084	ENSGGOG00000015140:4358	ENSPPYG00000014182:1293	ENSMMUG00000017055:4088	ENSMUSG00000045414:3950	ENSMODG00000021245:1293	ENSOANG00000011229:579	ENSGALG00000002347:1287
ENSG00000135315:5222	ENSPTRG00000018388:4984	ENSGGOG00000007273:4074	ENSPPYG00000016814:3708	ENSMMUG00000021072:4572	ENSMUSG00000056919:7689	ENSMODG00000018362:4083	ENSOANG00000001263:4078	ENSGALG00000015836:3974
ENSG00000165029:11258	ENSPTRG00000021219:10781	ENSGGOG00000009414:10378	ENSPPYG00000019469:10005	ENSMMUG00000020608:6921	ENSMUSG00000015243:10262	ENSMODG00000016266:6783	ENSOANG00000002826:7314	ENSGALG00000015433:7472
ENSG00000143801:2565	ENSPTRG00000002052:1771	ENSGGOG00000003332:2180	ENSPPYG00000000160:2200	ENSMMUG00000018525:2095	ENSMUSG00000010609:2392	ENSMODG00000006114:1463	ENSOANG00000010238:1807	ENSGALG00000009073:1503
ENSG00000145103:2952	ENSPTRG00000015285:2797	ENSGGOG00000002958:2815	ENSPPYG00000013491:2249	ENSMMUG00000000911:1821	ENSMUSG00000022900:3042	ENSMODG00000018288:1641	ENSOANG00000014217:1555	ENSGALG00000015136:1745
ENSG00000115602:5327	ENSPTRG00000012301:1557	ENSGGOG00000016653:1898	ENSPPYG00000012111:3429	ENSMMUG00000009238:2307	ENSMUSG00000026069:5134	ENSMODG00000002368:1611	ENSOANG00000011164:1301	ENSGALG00000016785:1938
ENSG00000188163:1369	ENSPTRG00000022939:1285	ENSGGOG00000001890:1121	ENSPPYG00000019823:738	ENSMMUG00000012162:1836	ENSMUSG00000026969:1125	ENSMODG00000017217:774	ENSOANG00000004060:675	ENSGALG00000008596:439
ENSG00000115594:7083	ENSPTRG00000012299:1659	ENSGGOG00000003344:4903	ENSPPYG00000012109:2349	ENSMMUG00000020737:2190	ENSMUSG00000026072:5056	ENSMODG00000002332:1780	ENSOANG00000011165:1783	ENSGALG00000016784:2317
ENSG00000115221:4678	ENSPTRG00000012571:4614	ENSGGOG00000009408:2005	ENSPPYG00000012877:4502	ENSMMUG00000002678:4615	ENSMUSG00000026971:6156	ENSMODG00000005235:2361	ENSOANG00000006161:2487	ENSGALG00000011141:2793
ENSG00000205302:2066	ENSPTRG00000028644:2060	ENSGGOG00000002409:2057	ENSPPYG00000015718:1560	ENSMMUG00000023598:2081	ENSMUSG00000034484:2034	ENSMODG00000013436:1592	ENSOANG00000010048:1554	ENSGALG00000005337:2025
ENSG00000067082:5970	ENSPTRG00000002245:1572	ENSGGOG00000002055:4658	ENSPPYG00000002048:1323	ENSMMUG00000010696:1513	ENSMUSG00000000078:4217	ENSMODG00000006714:897	ENSOANG00000006083:755	ENSGALG00000007056:4013
ENSG00000171282:10347	ENSPTRG00000034171:4518	ENSGGOG00000006265:7236	ENSPPYG00000008734:5049	ENSMMUG00000018984:4992	ENSMUSG00000039741:10876	ENSMODG00000002637:7620	ENSOANG00000011881:3439	ENSGALG00000022274:637
ENSG00000109158:11973	ENSPTRG00000016029:2741	ENSGGOG00000026219:3595	ENSPPYG00000014707:1662	ENSMMUG00000009526:3743	ENSMUSG00000029211:4123	ENSMODG00000020606:1752	ENSOANG00000010304:1498	ENSGALG00000014202:1665
ENSG00000023608:2638	ENSPTRG00000006420:2561	ENSGGOG00000005031:2388	ENSPPYG00000005882:1210	ENSMMUG00000017303:1717	ENSMUSG00000021113:2125	ENSMODG00000008771:966	ENSOANG00000009093:1120	ENSGALG00000011868:1539
ENSG00000172425:874	ENSPTRG00000004346:438	ENSGGOG00000000952:309	ENSPPYG00000003936:570	ENSMMUG00000005490:552	ENSMUSG00000039438:711	ENSMODG00000013450:573	ENSOANG00000003759:633	ENSGALG00000006812:770
ENSG00000117479:3671	ENSPTRG00000001658:3648	ENSGGOG00000025385:3646	ENSPPYG00000000532:3643	ENSMMUG00000013039:4327	ENSMUSG00000040918:3533	ENSMODG00000003071:1506	ENSOANG00000000864:699	ENSGALG00000015218:1371
ENSG00000078295:6648	ENSPTRG00000016718:3698	ENSGGOG00000011188:6279	ENSPPYG00000015335:3042	ENSMMUG00000018742:3968	ENSMUSG00000021536:4211	ENSMODG00000002081:3442	ENSOANG00000011580:3120	ENSGALG00000013060:3800
ENSG00000146166:5850	ENSPTRG00000018312:1959	ENSGGOG00000003942:2159	ENSPPYG00000016742:1530	ENSMMUG00000005648:1892	ENSMUSG00000050217:1902	ENSMODG00000018706:1335	ENSOANG00000002192:1540	ENSGALG00000016273:2577
ENSG00000139921:4163	ENSPTRG00000006339:4119	ENSGGOG00000009768:3370	ENSPPYG00000005810:2455	ENSMMUG00000001901:2463	ENSMUSG00000021072:2730	ENSMODG00000013196:834	ENSOANG00000013964:2699	ENSGALG00000020340:1078
ENSG00000081985:4087	ENSPTRG00000000840:4045	ENSGGOG00000006395:3733	ENSPPYG00000001257:2478	ENSMMUG00000000651:2592	ENSMUSG00000018341:3794	ENSMODG00000000859:2559	ENSOANG00000007768:2635	ENSGALG00000011222:2677
ENSG00000156398:2568	ENSPTRG00000002898:2556	ENSGGOG00000009385:2563	ENSPPYG00000002609:969	ENSMMUG00000019834:2552	ENSMUSG00000025036:3210	ENSMODG00000011216:987	ENSOANG00000001649:1644	ENSGALG00000008114:1572
ENSG00000072858:5095	ENSPTRG00000015232:5025	ENSGGOG00000016392:5032	ENSPPYG00000013538:2328	ENSMMUG00000013454:2484	ENSMUSG00000022696:4966	ENSMODG00000018157:2286	ENSOANG00000012455:2072	ENSGALG00000014812:2298
ENSG00000038295:6654	ENSPTRG00000016577:6653	ENSGGOG00000000148:3209	ENSPPYG00000015181:2985	ENSMMUG00000015799:5120	ENSMUSG00000053626:4928	ENSMODG00000002435:3069	ENSOANG00000014482:3144	ENSGALG00000009567:3030
ENSG00000169991:5835	ENSPTRG00000000256:5338	ENSGGOG00000005544:5840	ENSPPYG00000001798:1071	ENSMMUG00000004754:1073	ENSMUSG00000041025:5054	ENSMODG00000013260:429	ENSOANG00000013872:673	ENSGALG00000003817:1437
ENSG00000130558:4859	ENSPTRG00000021532:3348	ENSGGOG00000016209:2874	ENSPPYG00000019752:1239	ENSMMUG00000017506:2512	ENSMUSG00000026833:3556	ENSMODG00000013220:1588	ENSOANG00000003901:1502	ENSGALG00000002515:2054
